id,price
0,5.844
1,7.522
2,7.646
3,5.844
4,7.741
5,5.866
6,5.844
7,5.905
8,5.844
9,5.905
10,7.83
11,5.866
12,7.407
13,6.211
14,5.905
15,5.844
16,6.284
17,5.905
18,7.518
19,7.102
20,5.905
21,7.741
22,7.741
23,6.153
24,7.699
25,5.844
26,5.844
27,7.741
28,5.905
29,7.266
30,6.223
31,7.741
32,7.522
33,5.844
34,7.741
35,7.407
36,7.741
37,5.844
38,7.102
39,7.741
40,7.741
41,5.878
42,5.844
43,5.996
44,5.905
45,6.211
46,5.844
47,7.741
48,7.65
49,7.646
50,5.935
51,6.084
52,6.519000000000001
53,6.153
54,6.153
55,6.157
56,7.83
57,7.102
58,5.905
59,6.317
60,5.866
61,7.119
62,5.905
63,5.844
64,5.844
65,5.905
66,6.957
67,5.844
68,5.866
69,6.211
70,7.83
71,5.844
72,6.153
73,5.844
74,5.935
75,5.905
76,6.211
77,7.522
78,5.844
79,5.844
80,5.905
81,5.935
82,8.245
83,6.153
84,7.741
85,5.905
86,5.844
87,5.844
88,5.844
89,7.274
90,6.026
91,7.437
92,6.284
93,6.534
94,7.102
95,5.905
96,5.905
97,5.935
98,5.844
99,5.844
100,7.782
101,5.905
102,6.153
103,7.646
104,7.102
105,7.006
106,7.741
107,5.787
108,5.935
109,5.844
110,5.905
111,7.741
112,7.518
113,6.153
114,5.905
115,5.844
116,7.782
117,5.844
118,6.317
119,7.03
120,5.905
121,5.905
122,5.844
123,7.522
124,7.522
125,5.935
126,5.844
127,7.459
128,7.532
129,7.522
130,8.245
131,6.623
132,5.844
133,6.157
134,5.844
135,7.782
136,5.905
137,6.026
138,6.284
139,6.211
140,6.991
141,5.844
142,6.86
143,5.905
144,5.844
145,7.532
146,7.518
147,5.844
148,5.905
149,5.935
150,5.905
151,7.532
152,5.844
153,6.153
154,5.844
155,6.153
156,5.844
157,7.741
158,5.844
159,6.284
160,7.086
161,5.935
162,5.905
163,5.935
164,5.844
165,5.935
166,7.119
167,5.935
168,5.844
169,5.787
170,5.905
171,7.741
172,7.532
173,7.437
174,7.681
175,6.284
176,6.026
177,5.866
178,5.935
179,5.844
180,7.699
181,6.519000000000001
182,5.844
183,5.905
184,7.548
185,5.905
186,5.844
187,7.646
188,5.905
189,5.866
190,5.844
191,7.532
192,5.844
193,5.787
194,7.741
195,6.86
196,5.878
197,5.935
198,5.905
199,7.635
200,7.532
201,5.905
202,5.844
203,7.522
204,7.741
205,5.866
206,5.905
207,5.905
208,5.844
209,7.102
210,7.65
